Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Position,Footed,Height,Weight,Wages
Brighton,Pascal Gross,GER,"MF,DF",32.0,26.0,24.0,2214.0,24.6,4.0,10.0,14.0,3.0,1.0,1.0,4.0,0.0,5.3,4.6,6.8,11.4,DF-FW-MF,Right,181.0,72.0,"￡ 65,000"
Brighton,Lewis Dunk,ENG,DF,32.0,24.0,24.0,2104.0,23.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.9,2.9,0.8,3.7,DF,Right,192.0,87.0,"￡ 80,000"
Brighton,Jan Paul Van Hecke,NED,DF,23.0,23.0,21.0,1919.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.8,1.9,DF,Right,189.0,78.0,"￡ 30,000"
Brighton,Billy Gilmour,SCO,MF,22.0,25.0,20.0,1778.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,2.0,2.9,MF,Right,170.0,59.0,"￡ 20,000"
Brighton,Simon Adingra,CIV,FW,22.0,21.0,16.0,1446.0,16.1,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,3.1,3.1,2.3,5.4,FW-MF,Right,175.0,73.7,"￡ 12,500"
Brighton,Kaoru Mitoma,JPN,FW,26.0,19.0,15.0,1486.0,16.5,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,2.7,6.2,FW-MF,unknown,178.0,71.0,"￡ 80,000"
Brighton,Evan Ferguson,IRL,FW,19.0,26.0,15.0,1359.0,15.1,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,5.1,F,unknown,183.0,73.7,"￡ 30,000"
Brighton,Jason Steele,ENG,GK,33.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,190.0,78.0,"￡ 20,000"
Brighton,Danny Welbeck,ENG,"FW,MF",33.0,19.0,14.0,1028.0,11.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.6,3.6,1.3,4.8,FW-MF,Right,185.0,72.0,"￡ 55,000"
Brighton,Bart Verbruggen,NED,GK,21.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,GK,Right,193.0,82.0,"￡ 35,000"
Brighton,Joao Pedro,BRA,"FW,MF",22.0,23.0,12.0,1392.0,15.5,8.0,2.0,10.0,4.0,4.0,4.0,2.0,0.0,8.4,5.2,2.3,7.5,FW-MF,Right,182.0,69.0,"￡ 50,000"
Brighton,Pervis Estupinan,ECU,DF,26.0,16.0,12.0,1052.0,11.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,3.4,4.3,DF,Left,175.0,78.0,"￡ 50,000"
Brighton,Facundo Buonanotte,ARG,"MF,FW",19.0,19.0,12.0,943.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.9,1.9,1.7,3.6,M,unknown,182.1,73.7,0
Brighton,Joel Veltman,NED,DF,32.0,20.0,11.0,1132.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,DF,Right,182.0,74.0,"￡ 50,000"
Brighton,Igor,BRA,DF,26.0,16.0,11.0,1001.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,DF,Left,185.0,79.0,"￡ 45,000"
Brighton,James Milner,ENG,"DF,MF",38.0,15.0,11.0,773.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,2.0,DF-MF,Right,176.0,69.0,"￡ 60,000"
Brighton,Adam Lallana,ENG,MF,35.0,20.0,10.0,664.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.6,1.9,FW-MF,Right,173.0,67.0,"￡ 90,000"
Brighton,Adam Webster,ENG,DF,29.0,10.0,9.0,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,DF,Right,192.0,79.0,"￡ 55,000"
Brighton,Carlos Baleba,CMR,MF,20.0,17.0,9.0,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.2,0.7,MF,Left,182.1,73.7,0
Brighton,Jack Hinshelwood,ENG,DF,18.0,12.0,8.0,869.0,9.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,2.5,M,unknown,182.1,73.7,0
Brighton,Tariq Lamptey,GHA,"DF,FW",23.0,13.0,7.0,593.0,6.6,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,DF-MF,Right,175.0,68.0,"￡ 35,000"
Brighton,Solly March,ENG,"FW,DF",29.0,7.0,7.0,554.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.9,DF-FW-MF,Left,180.0,72.0,"￡ 50,000"
Brighton,Mahmoud Dahoud,GER,MF,28.0,9.0,6.0,452.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.9,1.1,MF,Right,176.0,67.0,"￡ 55,000"
Brighton,Ansu Fati,ESP,"MF,FW",21.0,15.0,3.0,476.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.3,3.3,0.8,4.1,FW,Right,178.0,68.0,"€ 52,115"
Brighton,Julio Enciso,PAR,"MF,FW",20.0,5.0,2.0,147.0,1.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.2,FW-M,unknown,168.0,63.0,"￡ 10,000"
Brighton,Jakub Moder,POL,"MF,DF",24.0,9.0,1.0,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,MF,Right,188.0,78.0,"￡ 10,000"
Brighton,Benicio Boaitey,ENG,"DF,FW",20.0,4.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Steven Alzate,COL,MF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,180.0,64.0,"￡ 15,000"
Brighton,Valentin Barco,ARG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Left,168.0,73.7,"￡ 25,000"
Brighton,Luca Barrington,ENG,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Josh Duffus,ENG,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Ben Jackson,ENG,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Leigh Kavanagh,IRL,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Mark O'mahony,IRL,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brighton,Cameron Peupion,AUS,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,175.0,69.0,0
Brighton,Imari Samuels,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,0
Wolverhampton,Max Kilman,ENG,DF,26.0,28.0,28.0,2520.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,0.7,2.4,DF,Left,192.0,78.0,"￡ 50,000"
Wolverhampton,Nelson Semedo,POR,"DF,MF",30.0,27.0,27.0,2347.0,26.1,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.1,2.0,DF-MF,Right,177.0,64.0,"￡ 80,000"
Wolverhampton,Jose Sa,POR,GK,31.0,26.0,26.0,2227.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,192.0,86.0,"￡ 40,000"
Wolverhampton,Craig Dawson,ENG,DF,33.0,25.0,25.0,2209.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.4,2.9,DF,Right,188.0,82.0,"￡ 45,000"
Wolverhampton,Mario Lemina,GAB,MF,30.0,25.0,25.0,2179.0,24.2,4.0,0.0,4.0,4.0,0.0,0.0,10.0,1.0,4.1,4.1,0.8,4.8,DF-MF,Right,183.0,83.0,"￡ 45,000"
Wolverhampton,Matheus Cunha,BRA,"FW,MF",24.0,24.0,24.0,1961.0,21.8,9.0,6.0,15.0,8.0,1.0,1.0,5.0,0.0,8.2,7.4,3.1,10.5,FW-MF,Right,183.0,76.0,"￡ 60,000"
Wolverhampton,Joao Gomes,BRA,MF,23.0,24.0,22.0,1815.0,20.2,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,1.0,2.1,MF,Right,176.0,73.0,"￡ 30,000"
Wolverhampton,Toti Gomes,POR,DF,25.0,25.0,21.0,1874.0,20.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.1,2.0,DF,Left,188.0,78.0,"￡ 25,000"
Wolverhampton,Rayan Ait Nouri,ALG,"DF,MF",22.0,24.0,21.0,1705.0,18.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,1.9,3.8,DF-MF,Left,179.0,69.0,"￡ 10,000"
Wolverhampton,Hwang Hee-chan,KOR,"FW,MF",28.0,22.0,19.0,1620.0,18.0,10.0,3.0,13.0,9.0,1.0,1.0,4.0,0.0,6.3,5.6,2.9,8.5,FW-MF,Right,177.0,69.0,"￡ 70,000"
Wolverhampton,Pedro Neto,POR,"FW,MF",24.0,19.0,18.0,1503.0,16.7,2.0,9.0,11.0,2.0,0.0,0.0,4.0,0.0,3.4,3.4,4.4,7.9,FW-MF,Left,173.0,62.0,"￡ 50,000"
Wolverhampton,Pablo Sarabia,ESP,"MF,FW",31.0,21.0,15.0,1273.0,14.1,3.0,6.0,9.0,2.0,1.0,1.0,1.0,0.0,3.6,2.8,5.2,8.0,FW-MF,Left,176.0,69.0,"￡ 90,000"
Wolverhampton,Jean-ricner Bellegarde,FRA,"MF,FW",25.0,19.0,9.0,806.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.4,1.4,0.8,2.2,MF,Right,170.0,68.0,"￡ 35,000"
Wolverhampton,Tommy Doyle,ENG,MF,22.0,19.0,6.0,813.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,MF,Right,172.0,73.0,"￡ 10,000"
Wolverhampton,Hugo Bueno,ESP,"DF,MF",21.0,14.0,4.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.8,DF-MF,Left,180.0,72.0,0
Wolverhampton,Matt Doherty,IRL,"DF,MF",32.0,21.0,3.0,593.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.3,DF-MF,Right,182.0,76.0,"￡ 50,000"
Wolverhampton,Boubacar Traore,MLI,"MF,FW",22.0,14.0,3.0,403.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,MF,Right,175.0,67.0,"￡ 55,000"
Wolverhampton,Santiago Bueno,URU,DF,25.0,4.0,3.0,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DF,Right,190.0,78.0,"￡ 30,000"
Wolverhampton,Fabio Silva,POR,FW,21.0,8.0,3.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,FW,Right,185.0,73.0,"￡ 80,000"
Wolverhampton,Daniel Bentley,ENG,GK,30.0,4.0,2.0,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,77.0,"￡ 10,000"
Wolverhampton,Matheus Nunes,POR,MF,25.0,2.0,2.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,MF,Right,183.0,78.0,"￡ 130,000"
Wolverhampton,Nathan Fraser,IRL,FW,19.0,4.0,1.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,unknown,unknown,182.1,73.7,0
Wolverhampton,Sasa Kalajdzic,AUT,FW,26.0,11.0,1.0,166.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,FW-MF,Right,200.0,79.0,"€ 40,769"
Wolverhampton,Tawanda Chirewa,ENG,"MF,FW",20.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,unknown,unknown,182.1,73.7,0
Wolverhampton,Jonny Castro,ESP,MF,30.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Right,175.0,69.0,"￡ 35,000"
Wolverhampton,Ty Barnett,ENG,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Leon Chiwome,ENG,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,unknown,182.1,73.7,0
Wolverhampton,Enso Gonzalez,PAR,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Harvey Griffiths,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Owen Hesketh,WAL,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Joseph Hodge,IRL,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,177.0,76.0,0
Wolverhampton,Justin Hubner,IDN,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Tom King,WAL,GK,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,172.0,69.0,"￡ 10,000"
Wolverhampton,Noha Lemina,FRA,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Yerson Mosquera,COL,DF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Right,188.0,79.0,"€ 10,769"
Wolverhampton,Wesley Okoduwa,ENG,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Wolverhampton,Matthew Whittingham,ENG,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Fabian Schar,SUI,DF,32.0,28.0,28.0,2443.0,27.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.4,2.4,0.6,3.0,DF,Right,186.0,84.0,"￡ 45,000"
Newcastle,Bruno Guimaraes,BRA,MF,26.0,27.0,27.0,2364.0,26.3,3.0,5.0,8.0,3.0,0.0,0.0,9.0,0.0,2.6,2.6,4.2,6.8,MF,Right,182.0,77.0,"￡ 160,000"
Newcastle,Anthony Gordon,ENG,FW,23.0,27.0,26.0,2187.0,24.3,9.0,5.0,14.0,8.0,1.0,1.0,8.0,0.0,7.8,7.0,4.7,11.6,FW-MF,Right,173.0,62.0,"￡ 60,000"
Newcastle,Kieran Trippier,ENG,DF,33.0,25.0,25.0,2163.0,24.0,1.0,10.0,11.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,7.4,8.1,DF-MF,Right,178.0,66.0,"￡ 120,000"
Newcastle,Miguel Almiron,PAR,FW,30.0,28.0,23.0,1838.0,20.4,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.5,4.5,2.0,6.5,FW-MF,Left,174.0,69.0,"￡ 60,000"
Newcastle,Dan Burn,ENG,DF,31.0,23.0,22.0,1826.0,20.3,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,1.0,3.4,DF,Left,198.0,87.0,"￡ 55,000"
Newcastle,Sean Longstaff,ENG,MF,26.0,25.0,20.0,1899.0,21.1,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,3.6,3.6,1.7,5.2,MF,Right,181.0,77.0,"￡ 50,000"
Newcastle,Alexander Isak,SWE,FW,24.0,20.0,17.0,1402.0,15.6,12.0,0.0,12.0,10.0,2.0,2.0,0.0,0.0,10.9,9.4,1.1,10.4,FW,Right,190.0,69.0,"￡ 120,000"
Newcastle,Sven Botman,NED,DF,24.0,17.0,15.0,1377.0,15.3,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,DF,Left,195.0,86.0,"￡ 90,000"
Newcastle,Nick Pope,ENG,GK,31.0,14.0,14.0,1255.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,190.0,76.0,"￡ 60,000"
Newcastle,Lewis Miley,ENG,MF,17.0,17.0,14.0,1202.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,M,unknown,182.1,73.7,0
Newcastle,Joelinton,BRA,"MF,FW",27.0,16.0,14.0,1133.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.3,2.3,2.0,4.3,FW-MF,Right,190.0,76.0,"￡ 85,000"
Newcastle,Martin Dubravka,SVK,GK,35.0,14.0,13.0,1175.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,GK,Right,190.0,83.0,"￡ 40,000"
Newcastle,Jamaal Lascelles,ENG,DF,30.0,15.0,12.0,1064.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.1,0.8,DF,Right,189.0,83.0,"￡ 40,000"
Newcastle,Valentino Livramento,ENG,DF,21.0,21.0,8.0,975.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,DF-MF,Right,173.0,63.0,"￡ 50,000"
Newcastle,Callum Wilson,ENG,FW,32.0,16.0,8.0,862.0,9.6,7.0,1.0,8.0,5.0,2.0,2.0,2.0,0.0,7.2,5.7,0.5,6.2,FW,Right,180.0,66.0,"￡ 46,000"
Newcastle,Sandro Tonali,ITA,MF,23.0,8.0,5.0,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,MF,Right,181.0,78.0,￡ 
Newcastle,Jacob Murphy,ENG,FW,29.0,11.0,4.0,476.0,5.3,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,2.1,3.1,DF-FW-MF,Right,176.0,69.0,"￡ 35,000"
Newcastle,Elliot Anderson,SCO,"MF,FW",21.0,11.0,4.0,434.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,MF,Right,179.0,72.0,"￡ 30,000"
Newcastle,Harvey Barnes,ENG,FW,26.0,11.0,3.0,360.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.9,2.0,FW-MF,Right,174.0,68.0,"￡ 80,000"
Newcastle,Joe Willock,ENG,MF,24.0,6.0,3.0,304.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,MF,Right,178.0,73.0,"￡ 80,000"
Newcastle,Lewis Hall,ENG,DF,19.0,8.0,1.0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,M,unknown,179.0,72.0,0
Newcastle,Loris Karius,GER,GK,30.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,187.0,74.0,"￡ 10,000"
Newcastle,Matt Targett,ENG,DF,28.0,3.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Left,178.0,69.0,"￡ 100,000"
Newcastle,Matt Ritchie,SCO,FW,34.0,8.0,0.0,109.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,DF-MF,Left,173.0,71.0,"￡ 45,000"
Newcastle,Emil Krafth,SWE,DF,29.0,7.0,0.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,DF,Right,181.0,78.0,"￡ 55,000"
Newcastle,Ben Parkinson,ENG,FW,19.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Joe White,ENG,MF,21.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Paul Dummett,WAL,DF,32.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Left,185.0,64.0,"￡ 35,000"
Newcastle,Alex Murphy,IRL,"FW,DF",19.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Amadou Diallo,ENG,MF,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Michael Ndiweni,ENG,FW,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Mark Gillespie,ENG,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,79.0,"￡ 10,000"
Newcastle,Travis Hearnes,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Newcastle,Javier Manquillo,ESP,DF,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Right,175.0,69.0,"€ 21,923"
Chelsea,Conor Gallagher,ENG,MF,24.0,26.0,26.0,2182.0,24.2,2.0,5.0,7.0,2.0,0.0,0.0,7.0,1.0,2.4,2.4,4.2,6.5,MF,Right,182.0,73.0,"￡ 50,000"
Chelsea,Axel Disasi,FRA,DF,26.0,25.0,25.0,2226.0,24.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,0.2,1.6,DF,Right,190.0,86.0,"￡ 80,000"
Chelsea,Thiago Silva,BRA,DF,39.0,23.0,22.0,1983.0,22.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,DF,Right,183.0,78.0,"￡ 110,000"
Chelsea,Moises Caicedo,ECU,MF,22.0,24.0,22.0,1941.0,21.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,1.5,1.7,MF,Right,178.0,74.0,"￡ 150,000"
Chelsea,Enzo Fernandez,ARG,MF,23.0,24.0,22.0,1873.0,20.8,3.0,1.0,4.0,2.0,1.0,2.0,6.0,0.0,5.7,4.1,2.9,7.1,MF,Right,178.0,78.0,"￡ 180,000"
Chelsea,Raheem Sterling,ENG,"FW,MF",29.0,25.0,21.0,1813.0,20.1,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,5.5,5.5,3.8,9.3,FW-MF,Right,170.0,69.0,"￡ 325,000"
Chelsea,Nicolas Jackson,SEN,FW,22.0,24.0,20.0,1815.0,20.2,9.0,3.0,12.0,9.0,0.0,0.0,9.0,0.0,12.6,12.6,2.7,15.4,F,unknown,186.0,78.0,"￡ 65,000"
Chelsea,Levi Colwill,ENG,DF,21.0,23.0,20.0,1797.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,DF,unknown,187.0,74.0,"￡ 100,000"
Chelsea,Cole Palmer,ENG,"FW,MF",21.0,23.0,19.0,1740.0,19.3,11.0,8.0,19.0,6.0,5.0,5.0,7.0,0.0,8.9,4.9,6.6,11.5,FW-MF,Left,189.0,73.0,"￡ 75,000"
Chelsea,Robert Sanchez,ESP,GK,26.0,16.0,16.0,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,GK,Right,197.0,87.0,"￡ 60,000"
Chelsea,Malo Gusto,FRA,DF,20.0,20.0,15.0,1368.0,15.2,0.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,3.2,3.6,DF,Right,179.0,66.0,"￡ 45,000"
Chelsea,Dorde Petrovic,SRB,GK,24.0,12.0,11.0,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,GK,Right,194.0,88.0,"￡ 25,000"
Chelsea,Mykhailo Mudryk,UKR,"FW,MF",23.0,21.0,9.0,911.0,10.1,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.8,2.8,1.8,4.6,MF,Right,175.0,60.0,"￡ 100,000"
