Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Position,Footed,Height,Weight,Wages
Chelsea,Marc Cucurella,ESP,DF,25.0,10.0,9.0,793.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.0,DF-MF,Left,175.0,68.0,"￡ 175,000"
Chelsea,Ben Chilwell,ENG,DF,27.0,12.0,9.0,745.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.2,3.4,DF-MF,Left,178.0,71.0,"￡ 200,000"
Chelsea,Benoit Badiashile,FRA,DF,22.0,8.0,6.0,560.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.7,DF,Left,194.0,67.0,"￡ 90,000"
Chelsea,Armando Broja,ALB,FW,22.0,13.0,6.0,454.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.2,2.5,FW,Right,191.0,83.0,"￡ 40,000"
Chelsea,Reece James,ENG,DF,24.0,8.0,5.0,388.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,1.5,1.8,DF-MF,Right,172.0,63.0,"￡ 250,000"
Chelsea,Noni Madueke,ENG,FW,22.0,12.0,4.0,349.0,3.9,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.2,0.4,0.6,1.0,FW-MF,Left,176.0,66.0,0
Chelsea,Lesley Ugochukwu,FRA,MF,19.0,10.0,3.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,MF,Right,188.0,83.0,"￡ 45,000"
Chelsea,Christopher Nkunku,FRA,"FW,MF",26.0,7.0,2.0,319.0,3.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.1,1.9,FW-MF,Right,175.0,68.0,"￡ 195,000"
Chelsea,Trevoh Chalobah,ENG,DF,24.0,3.0,2.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Right,190.0,74.0,"￡ 50,000"
Chelsea,Carney Chukwuemeka,ENG,"MF,FW",20.0,6.0,2.0,171.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,M,unknown,182.0,69.0,"￡ 100,000"
Chelsea,Ian Maatsen,NED,"FW,MF",22.0,12.0,1.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,DF-MF,Left,167.0,57.0,"￡ 20,000"
Chelsea,Romeo Lavia,BEL,MF,20.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,181.0,69.0,0
Chelsea,Cesare Casadei,ITA,"MF,FW",21.0,3.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,M,unknown,176.0,62.0,0
Chelsea,Alfie Gilchrist,ENG,"DF,FW",20.0,5.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Deivid Washington,BRA,DF,18.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,unknown,unknown,182.1,73.7,0
Chelsea,Mason Burstow,ENG,FW,20.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Alex Matos,ENG,MF,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Marcus Bettinelli,ENG,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,193.0,82.0,"￡ 35,000"
Chelsea,Joshua Acheampong,ENG,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,185.0,73.7,0
Chelsea,Eddie Beach,WAL,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,unknown,182.1,73.7,0
Chelsea,Lucas Bergstrom,FIN,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,205.0,87.0,￡ 
Chelsea,Joshua Brooking,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Leo Castledine,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Ollie Harrison,ENG,MF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Bashir Humphreys,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,0
Chelsea,Diego Moreira,POR,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Ishe Samuels-smith,ENG,DF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,0
Chelsea,Andrey Santos,BRA,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,176.0,72.0,0
Chelsea,Ronnie Stutter,ENG,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Chelsea,Jimi Tauriainen,ENG,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Fulham,Bernd Leno,GER,GK,32.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,GK,Right,190.0,78.0,"￡ 130,000"
Fulham,Antonee Robinson,USA,DF,26.0,27.0,27.0,2378.0,26.4,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,3.2,3.7,DF,Left,179.0,72.0,"￡ 50,000"
Fulham,Andreas Pereira,BRA,MF,28.0,28.0,25.0,1930.0,21.4,1.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.1,7.1,MF,Right,177.0,66.0,"￡ 50,000"
Fulham,Timothy Castagne,BEL,DF,28.0,25.0,21.0,1928.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.9,2.2,DF-MF,Right,180.0,79.0,"￡ 65,000"
Fulham,Joao Palhinha,POR,MF,28.0,23.0,21.0,1870.0,20.8,3.0,1.0,4.0,3.0,0.0,0.0,11.0,0.0,2.1,2.1,0.3,2.4,MF,Right,190.0,77.0,"￡ 80,000"
Fulham,Willian,BRA,FW,35.0,23.0,18.0,1531.0,17.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,0.0,4.5,2.9,3.0,5.9,FW-MF,Right,175.0,69.0,"￡ 90,000"
Fulham,Raul Jimenez,MEX,FW,32.0,19.0,17.0,1240.0,13.8,5.0,0.0,5.0,5.0,0.0,0.0,3.0,1.0,4.5,4.5,1.3,5.8,FW,Right,188.0,79.0,"￡ 100,000"
Fulham,Tim Ream,USA,DF,36.0,17.0,16.0,1413.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,DF,Left,185.0,73.0,"￡ 30,000"
Fulham,Calvin Bassey,NGA,DF,24.0,19.0,15.0,1403.0,15.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.2,0.2,0.0,0.2,DF,Left,185.0,76.0,"￡ 45,000"
Fulham,Alex Iwobi,NGA,"FW,MF",27.0,20.0,15.0,1400.0,15.6,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,4.6,4.6,2.5,7.1,FW-MF,Right,180.0,74.0,"￡ 80,000"
Fulham,Harry Wilson,WAL,FW,26.0,26.0,14.0,1392.0,15.5,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,2.9,2.9,2.7,5.6,FW-MF,Left,173.0,69.0,"￡ 35,000"
Fulham,Bobby Reid,JAM,FW,31.0,24.0,14.0,1161.0,12.9,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,3.6,3.6,1.7,5.3,FW-MF,Right,170.0,66.0,"￡ 35,000"
Fulham,Tom Cairney,SCO,MF,33.0,26.0,13.0,1246.0,13.8,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.9,2.7,MF,Left,183.0,72.0,"￡ 30,000"
Fulham,Issa Diop,FRA,DF,27.0,15.0,13.0,1155.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,DF,Right,194.0,89.0,"￡ 70,000"
Fulham,Harrison Reed,ENG,MF,29.0,22.0,13.0,1137.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,MF,Right,176.0,74.0,"￡ 50,000"
Fulham,Tosin Adarabioyo,ENG,DF,26.0,14.0,12.0,1083.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.6,DF,Right,196.0,79.0,"￡ 40,000"
Fulham,Rodrigo Muniz,BRA,FW,22.0,16.0,9.0,873.0,9.7,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,3.8,3.8,1.6,5.4,F,unknown,178.0,67.0,"￡ 7,500"
Fulham,Kenny Tete,NED,DF,28.0,10.0,8.0,672.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,DF,Right,180.0,69.0,"￡ 50,000"
Fulham,Sasa Lukic,SRB,MF,27.0,16.0,7.0,644.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.2,MF,Right,183.0,73.0,"￡ 63,000"
Fulham,Carlos Vinicius,BRA,FW,28.0,13.0,2.0,315.0,3.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.8,2.4,FW,Left,190.0,83.0,"￡ 25,000"
Fulham,Adama Traore,ESP,"FW,MF",28.0,9.0,0.0,108.0,1.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.3,1.6,FW-MF,Right,178.0,72.0,"￡ 65,000"
Fulham,Luke Harris,WAL,MF,18.0,1.0,0.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,M,unknown,177.0,63.0,0
Fulham,Fode Ballo-toure,SEN,"DF,MF",27.0,5.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DF,Left,182.0,69.0,"￡ 32,500"
Fulham,Armando Broja,ALB,FW,22.0,4.0,0.0,51.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,FW,Right,191.0,83.0,"￡ 40,000"
Fulham,Aleksandar Mitrovic,SRB,FW,29.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,FW,Right,189.0,83.0,"￡ 80,000"
Fulham,Marek Rodak,SVK,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,78.0,"￡ 15,000"
Fulham,Luc De Fougerolles,CAN,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Fulham,Matt Dibley-dias,NZL,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Fulham,Tyrese Francois,AUS,MF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,167.0,55.0,"￡ 7,000"
Fulham,Joshua King,ENG,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Fulham,Kevin Mbabu,SUI,DF,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Right,184.0,79.0,"€ 46,538"
Fulham,Kristian Sekularac,SUI,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Fulham,Jay Stansfield,ENG,"FW,MF",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW-MF,Right,180.0,69.0,0
Fulham,Devan Tanton,COL,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,0
Bournemouth,Illia Zabarnyi,UKR,DF,21.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,1.0,DF,Right,189.0,81.0,0
Bournemouth,Dominic Solanke,ENG,FW,26.0,28.0,28.0,2494.0,27.7,15.0,3.0,18.0,14.0,1.0,2.0,2.0,0.0,15.9,14.4,2.2,16.6,FW,Right,187.0,74.0,"￡ 50,000"
Bournemouth,Ryan Christie,SCO,MF,29.0,28.0,27.0,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,4.4,5.9,FW-MF,Left,178.0,72.0,"￡ 50,000"
Bournemouth,Neto,BRA,GK,34.0,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,GK,Right,193.0,83.0,"￡ 50,000"
Bournemouth,Lewis Cook,ENG,MF,27.0,23.0,22.0,1890.0,21.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,2.9,3.1,MF,Right,175.0,69.0,"￡ 40,000"
Bournemouth,Marcus Tavernier,ENG,FW,24.0,25.0,21.0,1815.0,20.2,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.7,3.7,5.0,8.7,FW-MF,Left,176.0,68.0,"￡ 35,000"
Bournemouth,Marcos Senesi,ARG,DF,26.0,23.0,19.0,1658.0,18.4,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,0.9,1.8,DF,Left,184.0,78.0,"￡ 50,000"
Bournemouth,Antoine Semenyo,GHA,FW,24.0,24.0,18.0,1424.0,15.8,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,3.1,3.1,2.2,5.3,FW-MF,Both,180.0,69.0,"￡ 20,000"
Bournemouth,Justin Kluivert,NED,"MF,FW",24.0,22.0,17.0,1224.0,13.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,1.6,5.1,FW-MF,Right,171.0,68.0,"￡ 80,000"
Bournemouth,Milos Kerkez,HUN,DF,20.0,21.0,16.0,1447.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.8,DF,Left,182.1,73.7,"￡ 30,000"
Bournemouth,Adam Smith,ENG,DF,32.0,19.0,16.0,1420.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.7,0.7,DF-MF,Right,174.0,78.0,"￡ 35,000"
Bournemouth,Philip Billing,DEN,MF,27.0,23.0,12.0,1239.0,13.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.1,2.1,2.7,4.8,MF,Left,192.0,79.0,"￡ 45,000"
Bournemouth,Max Aarons,ENG,DF,24.0,14.0,12.0,1085.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,DF,Right,172.0,66.0,"￡ 35,000"
Bournemouth,Lloyd Kelly,ENG,DF,25.0,14.0,12.0,1012.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,DF,Left,181.0,68.0,"￡ 30,000"
Bournemouth,Alex Scott,ENG,MF,20.0,15.0,7.0,692.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.2,MF,Right,182.1,73.7,"￡ 40,000"
Bournemouth,Dango Ouattara,BFA,"FW,DF",22.0,20.0,6.0,673.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,1.0,2.9,FW-MF,Left,172.0,71.0,"￡ 35,000"
Bournemouth,Luis Sinisterra,COL,"FW,MF",24.0,19.0,6.0,661.0,7.3,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,2.3,4.3,FW-MF,Right,172.0,64.0,"￡ 65,000"
Bournemouth,Chris Mepham,WAL,DF,26.0,9.0,5.0,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,DF,Right,191.0,77.0,"￡ 35,000"
Bournemouth,Joe Rothwell,ENG,MF,29.0,11.0,3.0,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,FW-MF,Right,185.0,69.0,"￡ 8,000"
Bournemouth,David Brooks,WAL,"FW,MF",26.0,13.0,2.0,282.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.0,3.2,FW-MF,Left,177.0,69.0,"￡ 50,000"
Bournemouth,Ionut Radu,ROU,GK,26.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,79.0,"￡ 30,000"
Bournemouth,Jaidon Anthony,ENG,FW,24.0,3.0,2.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,FW-MF,Right,183.0,72.0,"￡ 25,000"
Bournemouth,James Hill,ENG,DF,22.0,3.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,184.0,73.0,"￡ 3,000"
Bournemouth,Kieffer Moore,WAL,"FW,MF",31.0,8.0,0.0,108.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,DF-FW,Right,196.0,83.0,"￡ 15,000"
Bournemouth,Enes Unal,TUR,"FW,MF",26.0,6.0,0.0,102.0,1.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,FW,Right,185.0,74.0,"€ 16,538"
Bournemouth,Hamed Junior Traore,CIV,MF,24.0,3.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,FW-MF,Right,177.0,68.0,"€ 35,577"
Bournemouth,Tyler Adams,USA,MF,25.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,180.0,69.0,"￡ 60,000"
Bournemouth,Romain Faivre,FRA,"MF,DF",25.0,3.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,FW-MF,Left,180.0,68.0,"€ 23,077"
Bournemouth,Ben Greenwood,IRL,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Left,164.0,52.0,0
Bournemouth,Gavin Kilkenny,IRL,MF,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,182.1,73.7,"￡ 1,500"
Bournemouth,Emiliano Marcondes,DEN,"FW,MF",29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW-MF,Right,183.0,74.0,"￡ 15,000"
Bournemouth,Darren Randolph,IRL,GK,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,97.0,"￡ 25,000"
Bournemouth,Dominic Sadi,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,182.1,73.7,0
Bournemouth,Mark Travers,IRL,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,191.0,82.0,"￡ 20,000"
Bournemouth,Maxwell Wellings,ENG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Crystal,Joachim Andersen,DEN,DF,27.0,28.0,28.0,2519.0,28.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.7,3.0,DF,Right,190.0,74.0,"￡ 80,000"
Crystal,Tyrick Mitchell,ENG,DF,24.0,27.0,27.0,2347.0,26.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.4,DF,Left,175.0,66.0,"￡ 40,000"
Crystal,Jordan Ayew,GHA,"FW,MF",32.0,26.0,25.0,2134.0,23.7,4.0,6.0,10.0,4.0,0.0,0.0,8.0,1.0,3.6,3.6,4.0,7.6,FW-MF,Right,182.0,81.0,"￡ 25,000"
Crystal,Jefferson Lerma,COL,MF,29.0,23.0,23.0,2025.0,22.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,2.6,2.6,2.2,4.7,MF,Right,179.0,69.0,"￡ 70,000"
Crystal,Marc Guehi,ENG,DF,23.0,22.0,22.0,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.2,DF,Right,182.0,82.0,"￡ 50,000"
Crystal,Sam Johnstone,ENG,GK,30.0,20.0,20.0,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,191.0,84.0,"￡ 40,000"
Crystal,Joel Ward,ENG,DF,34.0,20.0,20.0,1692.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,DF-MF,Right,188.0,82.0,"￡ 35,000"
Crystal,Odsonne Edouard,FRA,"FW,MF",26.0,22.0,17.0,1427.0,15.9,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,5.7,5.7,1.1,6.8,FW,Right,187.0,83.0,"￡ 90,000"
Crystal,Jeffrey Schlupp,GHA,"FW,MF",31.0,20.0,17.0,1223.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,3.5,DF-FW-MF,Left,178.0,72.0,"￡ 50,000"
Crystal,Chris Richards,USA,"DF,MF",23.0,19.0,16.0,1464.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,DF,Right,188.0,81.0,"￡ 55,000"
Crystal,Jean-philippe Mateta,FRA,FW,26.0,25.0,15.0,1505.0,16.7,5.0,4.0,9.0,3.0,2.0,2.0,2.0,0.0,5.0,3.4,2.5,5.9,FW,Right,192.0,82.0,"￡ 50,000"
Crystal,Eberechi Eze,ENG,"MF,FW",25.0,18.0,15.0,1316.0,14.6,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,5.5,4.7,2.9,7.5,FW-MF,Right,173.0,69.0,"￡ 100,000"
Crystal,Will Hughes,ENG,MF,28.0,21.0,15.0,1313.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,MF,Left,185.0,73.0,"￡ 35,000"
Crystal,Cheick Doucoure,MLI,MF,24.0,11.0,11.0,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,MF,Right,180.0,73.0,"￡ 70,000"
Crystal,Michael Olise,FRA,"FW,MF",22.0,11.0,8.0,755.0,8.4,6.0,3.0,9.0,5.0,1.0,1.0,0.0,0.0,3.2,2.4,3.3,5.7,FW-MF,Left,178.0,68.0,"￡ 100,000"
Crystal,Dean Henderson,ENG,GK,27.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,73.0,"￡ 100,000"
Crystal,Nathaniel Clyne,ENG,DF,32.0,10.0,7.0,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DF,Right,175.0,67.0,"￡ 80,000"
Crystal,Daniel Munoz,COL,"DF,MF",27.0,6.0,6.0,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.2,DF-MF,Right,183.0,79.0,"￡ 45,000"
Crystal,Adam Wharton,ENG,MF,19.0,6.0,5.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,unknown,unknown,182.1,73.7,0
Crystal,Jairo Riedewald,NED,"MF,FW",27.0,4.0,2.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Left,186.0,78.0,"￡ 55,000"
Crystal,Matheus Franca,BRA,"MF,FW",19.0,10.0,1.0,232.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.2,F,unknown,182.1,73.7,0
Crystal,Naouirou Ahamada,FRA,"MF,FW",21.0,16.0,0.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,MF,Right,183.0,76.0,"￡ 20,000"
Crystal,Jesuran Rak Sakyi,ENG,"MF,FW",21.0,6.0,0.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,FW-MF,Left,178.0,64.0,0
